itemID,category,definition,choices,item,type,gloss,uni_lemma
item_1,sounds,au/ai(pijn),understands;produces,au/ai(pijn),word,ouch,ouch
item_72,vehicles,buggy/koets/kinderwagen,understands;produces,buggy/koets/kinderwagen,word,pram,stroller
item_73,vehicles,bulldozer,understands;produces,bulldozer,word,bulldozer,digger
item_74,vehicles,bus,understands;produces,bus,word,bus,bus
item_75,vehicles,fiets,understands;produces,fiets,word,bike,bicycle
item_76,vehicles,helicopter,understands;produces,helicopter,word,helicopter,helicopter
item_77,vehicles,kraan(opbouwwerf)/hijskraan,understands;produces,kraan(opbouwwerf)/hijskraan,word,crane,crane
item_78,vehicles,slee,understands;produces,slee,word,sled,sled
item_79,vehicles,tractor,understands;produces,tractor,word,tractor,tractor
item_80,vehicles,tram,understands;produces,tram,word,tram,tram
item_81,vehicles,trein,understands;produces,trein,word,train,train
item_82,vehicles,vliegtuig,understands;produces,vliegtuig,word,airplane,airplane
item_83,vehicles,vrachtwagen/camion/vrachtauto,understands;produces,vrachtwagen/camion/vrachtauto,word,truck,truck
item_84,vehicles,ziekenwagen/ambulance/ziekenauto,understands;produces,ziekenwagen/ambulance/ziekenauto,word,ambulance,ambulance
item_85,toys,bal,understands;produces,bal,word,bal,ball
item_86,toys,ballon,understands;produces,ballon,word,balloon,balloon
item_87,toys,blokken,understands;produces,blokken,word,blocks,blocks
item_88,toys,boek,understands;produces,boek,word,book,book
item_89,toys,cadeau(tje),understands;produces,cadeau(tje),word,present,present
item_90,toys,klei/plasticine,understands;produces,klei/plasticine,word,clay,play dough
item_91,toys,kleurpotloden,understands;produces,kleurpotloden,word,colored pencils,pencil
item_92,toys,kralen/parels,understands;produces,kralen/parels,word,beads,bead
item_93,toys,krijt,understands;produces,krijt,word,crayon,crayon
item_94,toys,lijm,understands;produces,lijm,word,glue,glue (object)
item_95,toys,pen/stylo,understands;produces,pen/stylo,word,pen,pen
item_96,toys,pop,understands;produces,pop,word,doll,doll
item_97,toys,potlood,understands;produces,potlood,word,pencil,pencil
item_98,toys,puzzel,understands;produces,puzzel,word,puzzle,puzzle
item_99,toys,schuim/zeepbellen/bellenblaas,understands;produces,schuim/zeepbellen/bellenblaas,word,foam/bubble,foam
item_100,toys,speelgoed(je),understands;produces,speelgoed(je),word,(little) toy,toy (object)
item_101,toys,spel(letje),understands;produces,spel(letje),word,(little) game,game
item_102,toys,verhaal,understands;produces,verhaal,word,story,story
item_103,toys,vingerverf,understands;produces,vingerverf,word,finger paint,paint (object)
item_104,food_drink,aardappel/patatjes,understands;produces,aardappel/patatjes,word,potato,potato
item_105,food_drink,aardbei(en),understands;produces,aardbei(en),word,strawberry,strawberry
item_106,food_drink,appel,understands;produces,appel,word,apple,apple
item_107,food_drink,appelmoes,understands;produces,appelmoes,word,applesauce,applesauce
item_108,food_drink,appelsien/sinaasappel,understands;produces,appelsien/sinaasappel,word,orange (food),orange (food)
item_109,food_drink,banaan,understands;produces,banaan,word,banana,banana
item_110,food_drink,beschuit(je)/cracotje/crackertje,understands;produces,beschuit(je)/cracotje/crackertje,word,biscuit,biscuit
item_111,food_drink,boontjes,understands;produces,boontjes,word,beans,beans
item_112,food_drink,boter,understands;produces,boter,word,butter,butter
item_113,food_drink,boterham,understands;produces,boterham,word,sandwich,sandwich
item_114,food_drink,brood,understands;produces,brood,word,bread,bread
item_115,food_drink,cake,understands;produces,cake,word,cake,cake
item_116,food_drink,chips,understands;produces,chips,word,chips,chips
item_117,food_drink,choco,understands;produces,choco,word,NA,cocoa
item_118,food_drink,chocolade,understands;produces,chocolade,word,chocolate,chocolate
item_119,food_drink,chocomousse,understands;produces,chocomousse,word,chocolate mousse,chocolate mousse
item_120,food_drink,cola/limonade,understands;produces,cola/limonade,word,cola/coke/lemonade,lemonade
item_121,food_drink,cornflakes/muesli,understands;produces,cornflakes/muesli,word,cornflakes/granola,cereal
item_122,food_drink,drankje/drinken/blikje,understands;produces,drankje/drinken/blikje,word,drink,beverage
item_123,food_drink,druif,understands;produces,druif,word,grape,grapes
item_124,food_drink,ei,understands;produces,ei,word,egg,egg
item_125,food_drink,erwtjes,understands;produces,erwtjes,word,peas,peas
item_126,food_drink,(het)eten,understands;produces,(het)eten,word,food,food
item_127,food_drink,frieten/frietjes,understands;produces,frieten/frietjes,word,fries,french fries
item_128,food_drink,Fristi/Jogidrink,understands;produces,Fristi/Jogidrink,word,NA,beverage
item_129,food_drink,fruitsap/sap,understands;produces,fruitsap/sap,word,juice,juice
item_130,food_drink,gelei/confituur/jam,understands;produces,gelei/confituur/jam,word,jelly,jelly
item_131,food_drink,hagelslag/muisjes,understands;produces,hagelslag/muisjes,word,sprinkles,sprinkles
item_132,food_drink,hamburger,understands;produces,hamburger,word,hamburger,hamburger
item_133,food_drink,ijs/crème/ijsje,understands;produces,ijs/crème/ijsje,word,ice cream,ice cream
item_134,food_drink,ijslolly/frisco,understands;produces,ijslolly/frisco,word,ice cream lollipop,popsicle
item_135,food_drink,kaas,understands;produces,kaas,word,cheese,cheese
item_136,food_drink,kauwgom,understands;produces,kauwgom,word,chewing gum,gum
item_137,food_drink,kip(eten),understands;produces,kip(eten),word,chicken (food),chicken (food)
item_138,food_drink,koekje,understands;produces,koekje,word,biscuit/cookie,cookie
item_139,food_drink,koffie/thee,understands;produces,koffie/thee,word,coffee/tea,coffee
item_140,food_drink,komkommer,understands;produces,komkommer,word,cucumber,cucumber
item_141,food_drink,kroketjes/gebakkenaardappeltjes,understands;produces,kroketjes/gebakkenaardappeltjes,word,NA,NA
item_142,food_drink,lolly/lekstok,understands;produces,lolly/lekstok,word,lollipop,lollipop
item_143,food_drink,melk,understands;produces,melk,word,milk,milk
item_144,food_drink,meloen,understands;produces,meloen,word,melon,melon
item_145,food_drink,nootjes,understands;produces,nootjes,word,nuts,nut
item_146,food_drink,pannenkoek,understands;produces,pannenkoek,word,pancake,pancake
item_147,food_drink,pap,understands;produces,pap,word,porridge/dad:pops,porridge
item_148,food_drink,peer,understands;produces,peer,word,pear,pear
item_149,food_drink,PetitGervais(plattekaas)/Danoontje,understands;produces,PetitGervais(plattekaas)/Danoontje,word,NA,NA
item_150,food_drink,pizza,understands;produces,pizza,word,pizza,pizza
item_151,food_drink,popcorn,understands;produces,popcorn,word,popcorn,popcorn
item_152,food_drink,pudding,understands;produces,pudding,word,pudding,pudding
item_153,food_drink,puree,understands;produces,puree,word,puree,puree
item_154,food_drink,rijst,understands;produces,rijst,word,rice,rice
item_155,food_drink,rozijntjes,understands;produces,rozijntjes,word,raisins,raisin
item_156,food_drink,sandwich/pistolet/broodje/kadetje,understands;produces,sandwich/pistolet/broodje/kadetje,word,sandwich,sandwich
item_157,food_drink,saus,understands;produces,saus,word,sauce,sauce
item_158,food_drink,snoep(je),understands;produces,snoep(je),word,sweet,sweets
item_159,food_drink,soep,understands;produces,soep,word,soup,soup
item_160,food_drink,spaghetti,understands;produces,spaghetti,word,spaghetti,spaghetti
item_161,food_drink,stokbrood,understands;produces,stokbrood,word,baguette,bread
item_162,food_drink,suiker,understands;produces,suiker,word,sugar,sugar
item_163,food_drink,taart,understands;produces,taart,word,cake/pie,pie
item_164,food_drink,toast/geroosterdbrood,understands;produces,toast/geroosterdbrood,word,toast,toast
item_165,food_drink,vis(eten),understands;produces,vis(eten),word,fish (food),fish (food)
item_166,food_drink,vitamientjes,understands;produces,vitamientjes,word,vitamins,vitamin
item_167,food_drink,vlees,understands;produces,vlees,word,meat/flesh,meat
item_168,food_drink,water(eten),understands;produces,water(eten),word,water (drink),water (beverage)
item_169,food_drink,worst,understands;produces,worst,word,sausage,sausage
item_170,food_drink,wortel(tjes),understands;produces,wortel(tjes),word,carrot(s),carrot
item_171,food_drink,yoghurt/plattekaas/kaas,understands;produces,yoghurt/plattekaas/kaas,word,yogurt,yogurt
item_172,food_drink,zout,understands;produces,zout,word,salt,salt
item_173,clothing,(hals)ketting,understands;produces,(hals)ketting,word,chain,necklace
item_174,clothing,handschoenen/wanten,understands;produces,handschoenen/wanten,word,gloves,glove
item_175,clothing,hemd/bloes,understands;produces,hemd/bloes,word,shirt,shirt
item_176,clothing,hoed,understands;produces,hoed,word,hat,hat
item_177,clothing,jas,understands;produces,jas,word,jacket,jacket
item_178,clothing,jeans(broek)/spijkerbroek,understands;produces,jeans(broek)/spijkerbroek,word,jeans,jeans
item_179,clothing,kleedje/jurkje,understands;produces,kleedje/jurkje,word,dress,dress (object)
item_180,clothing,knoop,understands;produces,knoop,word,button,button
item_181,clothing,kous/sok,understands;produces,kous/sok,word,sock,sock
item_182,clothing,kousebroek/collants/maillot,understands;produces,kousebroek/collants/maillot,word,pantyhose,pantyhose
item_183,clothing,laarsjes/botjes,understands;produces,laarsjes/botjes,word,boots,boot
item_184,clothing,(lange)broek,understands;produces,(lange)broek,word,pants,pants
item_185,clothing,luier/pamper,understands;produces,luier/pamper,word,diaper,diaper
item_186,clothing,muts,understands;produces,muts,word,hat/cap (material=wool),hat
item_187,clothing,onderbroek(je)/slipje/broekje,understands;produces,onderbroek(je)/slipje/broekje,word,underpants,underpants
item_188,clothing,onderhemd(je),understands;produces,onderhemd(je),word,undershirt,undershirt
item_189,clothing,pantoffels/slofjes,understands;produces,pantoffels/slofjes,word,slippers,slipper
item_190,clothing,pet,understands;produces,pet,word,cap,cap
item_191,clothing,pyjama/slaapkleed/nachtjapon,understands;produces,pyjama/slaapkleed/nachtjapon,word,pyjama,pajamas
item_192,clothing,riem,understands;produces,riem,word,belt,belt
item_193,clothing,rits,understands;produces,rits,word,zipper,zipper
item_194,clothing,schoen,understands;produces,schoen,word,shoe,shoe
item_195,clothing,short/kortebroek,understands;produces,short/kortebroek,word,shorts,shorts
item_196,clothing,sjaal/das,understands;produces,sjaal/das,word,shawl,shawl
item_197,clothing,slabbetje/bavet,understands;produces,slabbetje/bavet,word,bib,bib
item_198,clothing,trui/sweater/pull,understands;produces,trui/sweater/pull,word,sweater,sweater
item_199,clothing,T-shirt,understands;produces,T-shirt,word,T-shirt,t-shirt
item_200,clothing,tut(je)/(fop)speen,understands;produces,tut(je)/(fop)speen,word,dummy,dummy
item_201,clothing,zwembroek/zwempak/badpak,understands;produces,zwembroek/zwempak/badpak,word,swimming pants/swimming suit,swimsuit
item_202,body_parts,arm,understands;produces,arm,word,arm,arm
item_203,body_parts,been,understands;produces,been,word,leg,leg
item_204,body_parts,billen/poep,understands;produces,billen/poep,word,buttock/poo,butt
item_205,body_parts,borst,understands;produces,borst,word,breast,breast
item_206,body_parts,buik,understands;produces,buik,word,belly,tummy
item_207,body_parts,duim,understands;produces,duim,word,thumb,thumb
item_208,body_parts,enkel,understands;produces,enkel,word,ankle,ankle
item_209,body_parts,gezicht,understands;produces,gezicht,word,face,face
item_210,body_parts,haar(lichaam),understands;produces,haar(lichaam),word,hair,hair
item_211,body_parts,hand,understands;produces,hand,word,hand,hand
item_212,body_parts,hoofd,understands;produces,hoofd,word,head,head
item_213,body_parts,kin,understands;produces,kin,word,chin,chin
item_214,body_parts,knie,understands;produces,knie,word,knee,knee
item_215,body_parts,lippen,understands;produces,lippen,word,lips,lip
item_216,body_parts,mond,understands;produces,mond,word,mouth,mouth
item_217,body_parts,nagel(lichaam),understands;produces,nagel(lichaam),word,nail,nail (body part)
item_218,body_parts,navel,understands;produces,navel,word,navel,belly button
item_219,body_parts,nek/hals,understands;produces,nek/hals,word,neck,neck
item_220,body_parts,neus,understands;produces,neus,word,nose,nose
item_221,body_parts,oog,understands;produces,oog,word,eye,eye
item_222,body_parts,oor,understands;produces,oor,word,ear,ear
item_223,body_parts,piemel/plasser,understands;produces,piemel/plasser,word,willy,penis
item_224,body_parts,rug,understands;produces,rug,word,back,back (body part)
item_225,body_parts,schouder,understands;produces,schouder,word,shoulder,shoulder
item_226,body_parts,tanden,understands;produces,tanden,word,teeth,tooth
item_227,body_parts,teen,understands;produces,teen,word,toe,toe
item_228,body_parts,tong,understands;produces,tong,word,tongue,tongue
item_229,body_parts,vagina/spleetje,understands;produces,vagina/spleetje,word,vagina,vagina
item_230,body_parts,vinger,understands;produces,vinger,word,finger,finger
item_231,body_parts,voeten,understands;produces,voeten,word,feet,foot
item_232,body_parts,wang/kaak,understands;produces,wang/kaak,word,cheek/jaw,cheek
item_233,household,bord,understands;produces,bord,word,plate,plate
item_234,household,borstel/bezem/veger,understands;produces,borstel/bezem/veger,word,brush/broom,broom
item_235,household,bril,understands;produces,bril,word,glasses,glasses
item_236,household,camera/fototoestel,understands;produces,camera/fototoestel,word,camera,camera
item_237,household,computer,understands;produces,computer,word,computer,computer
item_238,household,deken/dekbed,understands;produces,deken/dekbed,word,blanket,blanket
item_239,household,doos,understands;produces,doos,word,box,box
item_240,household,dweil,understands;produces,dweil,word,mop,mop (object)
item_241,household,emmer,understands;produces,emmer,word,bucket,bucket
item_242,household,fles,understands;produces,fles,word,bottle,bottle
item_243,household,foto,understands;produces,foto,word,foto,picture
item_244,household,geld/centen/centjes,understands;produces,geld/centen/centjes,word,money/cents,money
item_245,household,glas,understands;produces,glas,word,glass,glass
item_246,household,hamer,understands;produces,hamer,word,hammer,hammer
item_247,household,handdoek,understands;produces,handdoek,word,towel,towel
item_248,household,kam/borstel,understands;produces,kam/borstel,word,(hair)brush,brush (object)
item_249,household,kan,understands;produces,kan,word,jug,jug
item_250,household,kom/schaal,understands;produces,kom/schaal,word,bowl,bowl
item_251,household,krant,understands;produces,krant,word,newspaper,newspaper
item_252,household,kussen,understands;produces,kussen,word,pillow,pillow
item_253,household,lamp/licht,understands;produces,lamp/licht,word,lamp/light,lamp
item_254,household,lepel,understands;produces,lepel,word,spoon,spoon
item_255,household,mand(je)/korf,understands;produces,mand(je)/korf,word,basket,basket
item_256,household,medicijn(en)(sirooppilletjedrankje)/medicament,understands;produces,medicijn(en)(sirooppilletjedrankje)/medicament,word,medicines,medicine
item_257,household,mes,understands;produces,mes,word,knife,knife
item_258,household,nagel(voorwerp),understands;produces,nagel(voorwerp),word,nail,nail (object)
item_259,household,plakband/tape,understands;produces,plakband/tape,word,tape,tape (object)
item_260,household,plant,understands;produces,plant,word,plant,plant
item_261,household,portemonnee/portefeuille,understands;produces,portemonnee/portefeuille,word,wallet,wallet
item_262,household,pot,understands;produces,pot,word,jar,jar
item_263,household,radio,understands;produces,radio,word,radio,radio
item_264,household,rommel,understands;produces,rommel,word,mess,mess
item_265,household,schaar,understands;produces,schaar,word,scissors,scissors
item_266,household,schilderij,understands;produces,schilderij,word,painting,painting
item_267,household,servet,understands;produces,servet,word,napkin,napkin
item_268,household,shampoo,understands;produces,shampoo,word,shampoo,shampoo
item_269,household,sleutel(s),understands;produces,sleutel(s),word,key(s),key
item_270,household,spaarpot/spaarvarken,understands;produces,spaarpot/spaarvarken,word,piggy bank,piggy bank
item_271,household,stofzuiger,understands;produces,stofzuiger,word,vacuum cleaner,vacuum
item_272,household,tandenborstel,understands;produces,tandenborstel,word,toothbrush,toothbrush
item_273,household,tas/kop(je)/beker,understands;produces,tas/kop(je)/beker,word,cup,cup
item_274,household,tekening/prent,understands;produces,tekening/prent,word,drawing,drawing
item_275,household,telefoon,understands;produces,telefoon,word,telephone,telephone
item_276,household,uurwerk/klok/horloge,understands;produces,uurwerk/klok/horloge,word,watch,watch (object)
item_277,household,vork,understands;produces,vork,word,fork,fork
item_278,household,vuilbak/vuilnisemmer,understands;produces,vuilbak/vuilnisemmer,word,bin,bin
item_279,household,vuilnis/afval,understands;produces,vuilnis/afval,word,garbage,trash
item_280,household,vuur,understands;produces,vuur,word,cooker/stove,stove
item_281,household,washandje,understands;produces,washandje,word,washcloth,washcloth
item_282,household,zakdoek(papier),understands;produces,zakdoek(papier),word,tissue,tissue
item_283,household,zeep,understands;produces,zeep,word,soap,soap
item_284,furniture_rooms,(baby)box/park,understands;produces,(baby)box/park,word,playpen,playpen
item_285,furniture_rooms,bad,understands;produces,bad,word,bath,bath
item_286,furniture_rooms,badkamer,understands;produces,badkamer,word,bathroom,bathroom
item_287,furniture_rooms,bed,understands;produces,bed,word,bed,bed
item_288,furniture_rooms,deur,understands;produces,deur,word,door,door
item_289,furniture_rooms,douche,understands;produces,douche,word,shower,shower
item_290,furniture_rooms,droogkast/droogtrommel,understands;produces,droogkast/droogtrommel,word,tumble dryer,dryer
item_291,furniture_rooms,garage,understands;produces,garage,word,garage,garage
item_292,furniture_rooms,gootsteen/afwasbak,understands;produces,gootsteen/afwasbak,word,sink,sink
item_293,furniture_rooms,kachel/openhaard,understands;produces,kachel/openhaard,word,heater/fireplace,heater/fireplace
item_294,furniture_rooms,kamer,understands;produces,kamer,word,room,room
item_295,furniture_rooms,kast,understands;produces,kast,word,cupboard,cupboard
item_296,furniture_rooms,kelder,understands;produces,kelder,word,cellar,basement
item_297,furniture_rooms,keuken,understands;produces,keuken,word,kitchen,kitchen
item_298,furniture_rooms,kinderstoel,understands;produces,kinderstoel,word,baby chair,high chair
item_299,furniture_rooms,koelkast/frigo/ijskast/diepvries,understands;produces,koelkast/frigo/ijskast/diepvries,word,fridge/freezer,fridge/freezer
item_300,furniture_rooms,lade/schuif,understands;produces,lade/schuif,word,drawer,drawer
item_301,furniture_rooms,oven,understands;produces,oven,word,oven,oven
item_302,furniture_rooms,potje,understands;produces,potje,word,pot (little),pot
item_303,furniture_rooms,schommelstoel,understands;produces,schommelstoel,word,rocking chair,rocking chair
item_304,furniture_rooms,slaapkamer,understands;produces,slaapkamer,word,bedroom,bedroom
item_305,furniture_rooms,spiegel,understands;produces,spiegel,word,mirror,mirror
item_306,furniture_rooms,stoel,understands;produces,stoel,word,chair,chair
item_307,furniture_rooms,tafel,understands;produces,tafel,word,table,table
item_308,furniture_rooms,terras,understands;produces,terras,word,terrace,terrace
item_309,furniture_rooms,trap(pen),understands;produces,trap(pen),word,stairs,stairs
item_310,furniture_rooms,TV/televisie,understands;produces,TV/televisie,word,TV/television,TV
item_311,furniture_rooms,venster/raam,understands;produces,venster/raam,word,window,window
item_312,furniture_rooms,veranda/balkon,understands;produces,veranda/balkon,word,porch/balcony,balcony
item_313,furniture_rooms,WC/toilet,understands;produces,WC/toilet,word,toilet,toilet
item_314,furniture_rooms,wasmachine,understands;produces,wasmachine,word,washing machine,washing machine
item_315,furniture_rooms,wieg,understands;produces,wieg,word,carriage,cradle
item_316,furniture_rooms,woonkamer/living/huiskamer,understands;produces,woonkamer/living/huiskamer,word,living room,living room
item_317,furniture_rooms,zetel/divan/sofa/bank,understands;produces,zetel/divan/sofa/bank,word,sofa/couch,couch
item_318,outside,bloem,understands;produces,bloem,word,flower,flower
item_319,outside,boom,understands;produces,boom,word,tree,tree
item_320,outside,dak,understands;produces,dak,word,roof,roof
item_321,outside,gieter,understands;produces,gieter,word,watering can,watering can
item_322,outside,glijbaan/schuifaf,understands;produces,glijbaan/schuifaf,word,slide,slide (object)
item_323,outside,gras,understands;produces,gras,word,grass,grass
item_324,outside,grasmachine/grasmaaier,understands;produces,grasmachine/grasmaaier,word,lawnmower,lawn mower
item_325,outside,ladder,understands;produces,ladder,word,ladder,ladder
item_326,outside,lucht/hemel,understands;produces,lucht/hemel,word,sky/heaven,sky
item_327,outside,regen,understands;produces,regen,word,rain,rain
item_328,outside,schommel,understands;produces,schommel,word,swing,swing (object)
item_329,outside,schop/schup/schepje,understands;produces,schop/schup/schepje,word,shovel,shovel
item_330,outside,sneeuw,understands;produces,sneeuw,word,snow,snow
item_331,outside,sneeuwman/sneeuwpop,understands;produces,sneeuwman/sneeuwpop,word,snowman,snowman
item_332,outside,steen/kei/kiezelsteen,understands;produces,steen/kei/kiezelsteen,word,stone/rock,stone
item_333,outside,stoep/trottoir,understands;produces,stoep/trottoir,word,sidewalk,sidewalk
item_334,outside,stok,understands;produces,stok,word,stick,stick
item_335,outside,straat,understands;produces,straat,word,street,street
item_336,outside,tuinslang/waterslang,understands;produces,tuinslang/waterslang,word,garden hose,hose
item_337,outside,vlag,understands;produces,vlag,word,flag,flag
item_338,outside,water(plaats),understands;produces,water(plaats),word,lake,lake
item_339,outside,wind,understands;produces,wind,word,wind,wind
item_340,outside,wolk,understands;produces,wolk,word,cloud,cloud
item_341,outside,zandbak,understands;produces,zandbak,word,sandbox,sandbox
item_342,outside,zon,understands;produces,zon,word,sun,sun
item_343,outside,zwembad,understands;produces,zwembad,word,swimming-pool,swimming pool
item_344,places,bakker,understands;produces,bakker,word,baker,baker
item_345,places,boerderij,understands;produces,boerderij,word,farm,farm
item_346,places,bos,understands;produces,bos,word,forest,forest
item_347,places,buiten,understands;produces,buiten,word,outdoor,outside
item_348,places,camping,understands;produces,camping,word,camping,camping
item_349,places,circus,understands;produces,circus,word,circus,circus
item_350,places,crèche/kinderdagverblijf,understands;produces,crèche/kinderdagverblijf,word,daycare,daycare
item_351,places,dierentuin/zoo,understands;produces,dierentuin/zoo,word,zoo,zoo
item_352,places,feest(je),understands;produces,feest(je),word,party,party
item_353,places,film,understands;produces,film,word,movie,movie
item_354,places,hetwerkvan,understands;produces,hetwerkvan,word,NA,work (place)
item_355,places,huis,understands;produces,huis,word,house,house
item_356,places,kerk,understands;produces,kerk,word,church,church
item_357,places,park,understands;produces,park,word,park,park
item_358,places,picknick,understands;produces,picknick,word,picknick,picnic
item_359,places,school,understands;produces,school,word,school,school
item_360,places,slager,understands;produces,slager,word,butcher,butcher
item_361,places,speeltuin,understands;produces,speeltuin,word,playground,playground
item_362,places,tankstation/pompstation,understands;produces,tankstation/pompstation,word,gas station,gas station
item_363,places,thuis,understands;produces,thuis,word,home,home
item_364,places,tuin,understands;produces,tuin,word,garden,garden
item_365,places,winkel,understands;produces,winkel,word,shop,store
item_366,places,zee/strand,understands;produces,zee/strand,word,beach,beach
item_367,people,baby,understands;produces,baby,word,baby,baby
item_368,people,babysitter,understands;produces,babysitter,word,nanny/babysitter,babysitter
item_369,people,brandweerman,understands;produces,brandweerman,word,fireman,firefighter
item_370,people,broer(tje),understands;produces,broer(tje),word,(little) brother,brother
item_371,people,clown/Pippo,understands;produces,clown/Pippo,word,clown,clown
item_372,people,cowboy,understands;produces,cowboy,word,cowboy,cowboy
item_373,people,dokter,understands;produces,dokter,word,doctor,doctor
item_374,people,eenpersoon,understands;produces,eenpersoon,word,a person,person
item_375,people,jongen,understands;produces,jongen,word,boy,boy
item_376,people,juf(frouw)/meester,understands;produces,juf(frouw)/meester,word,teacher,teacher
